종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"290270","휴네시온","KOSDAQ","소프트웨어","4600","-120","-2.54","44195291200"
"353190","휴럼","KOSDAQ","음식료·담배","1046","4","0.38","41189827320"
"192410","휴림네트웍스","KOSDAQ","통신장비","463","0","0.00","20149085872"
"090710","휴림로봇","KOSDAQ","기계·장비","2870","-50","-1.71","203179623780"
"078590","휴림에이텍","KOSDAQ","운송장비·부품","906","-21","-2.27","49114567134"
"205470","휴마시스","KOSDAQ","제약","1905","0","0.00","246459392145"
"115160","휴맥스","KOSDAQ","통신장비","2390","5","0.21","105088596360"
"028080","휴맥스홀딩스","KOSDAQ","컴퓨터서비스","3775","-45","-1.18","47480085150"
"200670","휴메딕스","KOSDAQ","제약","32850","-250","-0.76","368903200500"
"065510","휴비츠","KOSDAQ","의료·정밀기기","12870","60","0.47","156491104770"
"215090","휴센텍","KOSDAQ","의료·정밀기기","1505","0","0.00","120843123170"
"263920","휴엠앤씨","KOSDAQ","기타제조","1122","4","0.36","55028640348"
"243070","휴온스","KOSDAQ","제약","35150","-200","-0.57","421085224750"
"084110","휴온스글로벌","KOSDAQ","제약","22250","-50","-0.22","280828197000"
"145020","휴젤","KOSDAQ","제약","197500","4300","2.23","2372743670000"
"024060","흥구석유","KOSDAQ","유통","15550","140","0.91","233250000000"
"010240","흥국","KOSDAQ","기계·장비","5390","-30","-0.55","66419331440"
"189980","흥국에프엔비","KOSDAQ","음식료·담배","2290","5","0.22","91915623830"
"037440","희림","KOSDAQ","기타서비스","6400","-60","-0.93","89103840000"
"238490","힘스","KOSDAQ","반도체","5950","80","1.36","67307804200"
